"Name","Category","Price","Stock","Description"
"Roselyn 6-Seater Dinning Table ","Dining Room - Six Seater Dining Sets","75000.00","200","The Roselyn 6-Seater Dining Table brings timeless elegance to your dining space with its smooth lines, rich finish, and thoughtfully crafted design. Perfect for both everyday meals and special occasions, Roselyn blends comfort and sophistication effortlessly.

Key Features:

Seating Capacity: Comfortably seats 6

Design: Classic silhouette with subtle curves and a refined, elegant look

Material: Solid wood construction with a smooth, polished finish

Finish Options: Available in deep walnut, natural oak, or custom shades

Tabletop: Spacious surface with softly rounded edges for added charm

Ideal For: Family dining, stylish apartments, or modern-traditional interiors

Durability: Built with quality joinery for long-lasting use

Care: Easy-to-clean surface with minimal maintenance"
"Safari Rest Coffee Table ","Living Room - Coffee Tables","22000.00","100","Bring charm and functionality to your living space with the Safari Rest Coffee Table — a beautifully handcrafted coffee table designed for modern Kenyan homes. Made from premium mahogany wood with a smooth matte finish, this table blends natural elegance with sturdy craftsmanship. Its low-profile design and wide surface make it perfect for serving drinks, displaying décor, or anchoring your lounge setup. Whether you're sipping coffee or entertaining guests, the Bobby Brew Table delivers timeless style and everyday comfort.

Key Features:

Handcrafted from solid mahogany

Durable, smooth finish with water-resistant coating"
"Saffron Accent Edit Seat","Living Room - Accent Chairs","29000.00","200","Elevate your space with The Accent Edit – a bold yet elegant statement chair in a striking saffron hue. Designed for the modern home, this piece combines plush comfort with eye-catching style. Whether placed in a cozy corner or as a standout piece in your living room, it adds warmth, personality, and sophistication.

Premium cushioning for all-day comfort

Upholstered in vibrant, durable saffron fabric

Solid frame for lasting support

Perfect for living rooms, bedrooms, or reading nooks"
"Savannah L-shaped Sofa","Living Room - Sectional Sofas","62000.00","200","Bring the warmth and beauty of the wild indoors with the Savannah L-Shaped Sofa — a bold yet comfortable piece inspired by the vast, open landscapes of Africa. With its earthy tones, soft fabric, and generously cushioned seating, this sectional invites you to sink in and unwind in natural style.

The Savannah features a relaxed L-shaped design, perfect for maximizing space and creating a cozy conversation zone in your living area. Whether you're hosting guests or enjoying a quiet night in, its wide seating and supportive backrests offer all-day comfort.

Built with a strong wooden frame and finished with tailored details, the Savannah is a perfect fusion of rugged charm and contemporary elegance.

Key Features:

L-shaped for space efficiency

Earth-toned color palette

Deep seats and plush cushions

Durable, easy-to-maintain fabric

Strong hardwood structure


Perfect For:

Nature-inspired interiors

Modern African homes

Eco-chic Airbnbs

Stylish family living rooms"
"Shoe Rack 3*4","Storage - Shoe Racks","27500.00","9","The 3x4 Shoe Rack is a practical and stylish addition to any entryway or closet, designed to keep your shoes neatly stored and easily accessible. With its thoughtful design, this shoe rack provides ample space for your footwear collection, accommodating various shoe types from casual sneakers to elegant heels.
Customizable in both color and size, the 3x4 Shoe Rack allows you to tailor it to your specific needs and aesthetic preferences. Whether you prefer a sleek modern look or a more rustic charm, this shoe rack can be tailored to match your home decor effortlessly.
The open design of the shoe rack promotes airflow, helping to keep your shoes fresh and in good condition. Its sturdy construction ensures durability, making it a reliable storage solution for busy households.
Whether you're organizing your shoe collection or looking for a stylish way to declutter your space, the 3x4 Shoe Rack is the perfect blend of functionality and style. Its versatile design makes it suitable for various spaces, from small apartments to larger homes."
"Shoe Rack Pair - 3*6 Feet Each to Make 6*6 Feet","Storage - Shoe Racks","40000.00","9","Introducing the Shoe Rack Pair, a versatile storage option designed for those who need ample space for their shoe collection Each unit measures 3x5 fest, allowing you to easily combine both pieces to create a generous 65 feet shoe rack. This configuration is ideal for families, shoe enthusiasts, or anyone with a growing footwear
collection
The modular design of this shoe rack pair allows you to customize your storage solution based on your space and needs. Whether you choose to use the two pieces together or separately, you'll enjoy the flexibility of organizing your shoes in a way that works best for you
Constructed from high-quality materials, these shoe racks are built to last and can withstand daily use. The open design promotes airflow, helping to keep your shoes fresh and in good condition Additionally, the stylish appearance of the racks ensures they will enhance the decor of any entryway, closet, or bedroom
With options available for colors and finishes, you can select the perfect look to complement your home. The Shoe Rack Pair is not just a practical solution; it's an elegant addition to your home organization"
"Shoe Rack SH001","Storage - Shoe Racks","22000.00","9","The Shoe Rack with Drawers and Top Platform is an innovative storage solution designed to keep your organized while adding a touch of elegance to your space. This shoe rack features multiple drawers at the bottom, providing convenient storage for accessories, shoe care products, or other small items, ensuring that everything you need is within reach.
The top platform of the shoe rack serves as a perfect spot for placing bags, decorative items, or even a small plant, making it a multifunctional piece that enhances your entryway or closet. Its sleek design allows it to blend seamlessly with various decor styles, from modern to traditional
Constructed from durable materials, this shoe rack is built to withstand daily use while keeping your shoes neatly arranged. The open design promotes airflow, helping to keep your shoes fresh and in good condition. With enough space to accommodate a variety of shoe types, this rack is perfect for families or anyone with a growing shoe collection.
Whether you're looking to declutter your entryway or simply need a stylish way to store your shoes, the Shoe Rack with Drawers and Top Platform is the ideal choice for combining practicality with aesthetic appeal."
"Shoe Tree Tower Rack(Rotating)","Storage - Shoe Racks","35000.00","9","
Shoe rack for the whole family, Clean your shoes and make your home a more tidy home without discarded shoes at home, The large-capacity shoe rack, put on any pair of your favorite shoes, Give them a small house, Enough to reflect your full love for any pair of shoes.. With a 360-degree rotating design, you can fit up to 24 pairs of shoes or bags in a compact space, No more messy and cluttered closets.. he sleek and modern design of our shoe cabinet will complement any home decor, adding a touch"
"Single Wooden Bed With 2 Nightstand Package","Bedroom - Beds","45000.00","9","The Single Wooden Bed with 2 Nightstand Package is an ideal solution for those seeking a stylish and functional bedroom setup. This package features a beautifully crafted single bed made from high- quality wood, ensuring durability and comfort for a restful night's sleep. The accompanying nightstand provides convenient storage for essentials like books, lamps, or personal items, keeping your bedside organized and within reach. The cohesive design of both pieces adds a touch of elegance to any bedroom decor, making it a perfect choice for small spaces or guest rooms."
"Sitari Leather Brown Chester 6-seater","Living Room - Couches in Set","115000.00","100","Command attention and elevate your space with The Sitari Leather Brown 6-seater Chesterfield sofa crafted in rich, premium brown leather. Its iconic deep-button tufting, rolled arms, and nailhead trim exude timeless elegance and sophistication. Built for both luxury and durability, this masterpiece offers expansive seating without compromising comfort, thanks to its generous cushioning and sturdy hardwood frame. The supple leather finish ages beautifully, adding character over time.

Whether you're furnishing a spacious living room, executive office, or upscale lounge, The Prestige 6 makes a powerful statement of class and comfort.

Perfect For:

Luxury homes

Executive offices

Hospitality lounges

Stylish waiting areas"
"Sitting Figure Model Decoration","Decor","3000.00","9","Decorative Sitting Figure Model Bookend,.
Craft for Livingroom & Bedroom.

Available in Black & White "
"Slatte Night Stand with black knobs","Bedroom - Nightstands","8500.00","200","Minimalist by design, bold by detail — the Slatte Nightstand is the ultimate modern statement piece. Featuring matte black legs and matching black knobs, this piece adds depth and contrast to any bedroom setting. Its clean lines and slatted texture give it a contemporary edge that's both stylish and timeless.

With a smooth-glide drawer and an open shelf below, Slatte offers practical storage while keeping your room effortlessly chic.

Key Features:

Matte black legs and knobs for a modern industrial look

Unique slatted design for added texture and style

One drawer with smooth-glide functionality

Durable finish and compact frame for any space"
"Snuggle Bench Dark Grey ","living-room","29000.00","20","A loveseat is a small sofa designed to seat two people comfortably. It's often used in living rooms, bedrooms, or cozy spaces where a full-sized sofa might be too large. The term "love couch" is a less common but descriptive variation of "loveseat." "
"Snuggle Hollow Ceramic Vase","Decor","4500.00","9","Snuggle Hollow Ceramic Vase Set Of 2 Nordic Modern Boh Ins Style Decorative Ceramic Aesthetic Flower Vase
4 Decorative vases for homes and hotels

4H-21cm big,
 H-17cm small"
"Statue Yoga Character Decor","Decor","4800.00","9","Unbreakable Big Size Home Decoration Statue Yoga Character 

Available in Black & White"
"Steel Console Table With Marble Top","Living Room - Console Tables","34999.00","9","The Console Table with a Marble Top is a stunning addition to any home, combining elegance with functionality. Crafted with a durable frame, this table features a luxurious marble top that adds a touch of sophistication to your space. Ideal for entryways, living rooms, or hallways, it provides a stylish surface for displaying decor, holding keys, or showcasing your favorite books.
The table is available in multiple sizes to suit your needs, ensuring it fits perfectly in your desired location. Additionally, you can choose from a variety of colors for the base, allowing you to customize the look to match your interior design. Whether you prefer a classic white marble or a bold colored base, this console table is designed to enhance your home's aesthetic while providing practical use."
"Steel Console Table With Marble Top ","Living Room - Console Tables","43000.00","0","The Console Table with a Marble Top is a stunning addition to any home, combining elegance with functionality. Crafted with a durable frame, this table features a luxurious marble top that adds a touch of sophistication to your space. Ideal for entryways, living rooms, or hallways, it provides a stylish surface for displaying decor, holding keys, or showcasing your favorite books.
The table is available in multiple sizes to suit your needs, ensuring it fits perfectly in your desired location. Additionally, you can choose from a variety of colors for the base, allowing you to customize the look to match your interior design. Whether you prefer a classic white marble or a bold colored base, this console table is designed to enhance your home's aesthetic while providing practical use."
"Terry Seat 6 - Seater Charcoal Grey ","Living Room - Couches in Set","78000.00","20","A 6-seater 3+2+1 coach is a spacious and stylish piece of furniture designed to comfortably accommodate multiple people. It typically features two separate sections—one larger and one slightly smaller—creating a balanced layout that enhances both comfort and aesthetics. Upholstered in quality fabric or leather, it often comes with plush backrests, supportive armrests, and a sturdy frame. Ideal for living rooms, it blends functionality with design, making it a centerpiece for relaxation, conversation, or entertainment."
"Terry Seat 7 Seater Charcoal Dark","Living Room - Couches in set","74000.00","20","Terry Sofa is an expansive and elegant addition to any living space, designed to bring both comfort and sophistication. Its generous proportions and modular layout allow for a harmonious blend of style and functionality. With its extended frame, well-cushioned surfaces, and thoughtfully positioned armrests, it offers ample room for gatherings or quiet relaxation. The refined upholstery and sturdy construction make it a timeless centerpiece, perfect for hosting guests or enjoying everyday moments with family.

"
"Terry Siesta 5 Seater ","Living Room - Couches in set","68000.00","20","Terry Siesta is an elegant addition to any living space, designed to bring both comfort and sophistication. Its generous proportions and modular layout allow for a harmonious blend of style and functionality. With its extended frame, well-cushioned surfaces, and thoughtfully positioned armrests, it offers ample room for gatherings or quiet relaxation. The refined upholstery and sturdy construction make it a timeless centerpiece, perfect for hosting guests or enjoying everyday moments with family.

"
"The Grandwood Classic 6-Seater","Dining Room - Six Seater Dining Sets","95000.00","200","Bring timeless elegance and lasting durability to your dining space with our 6-seater solid mahogany dining table. Expertly handcrafted from premium mahogany wood, this table showcases rich, deep tones and a fine natural grain that adds warmth and sophistication to any interior.

Designed to comfortably seat six, it features a spacious tabletop perfect for everyday meals or special gatherings. The solid wood construction ensures strength and longevity, while the smooth, polished finish highlights the wood’s natural beauty and offers protection against everyday wear.

Whether styled in a classic or modern home, this mahogany dining table is more than furniture—it’s a statement of refined taste and craftsmanship."
"The Umoja 4-Seater Collection ","Dining Room - Four Seater Dining Sets","48000.00","200","Transform your dining experience with this stylish 4-seater dining set featuring an elegant oval table and plush tufted chairs. Designed to bring comfort and charm to your home, this set combines timeless craftsmanship with modern luxury.

Product Features:

Seating Capacity: Comfortably seats 4

Table Design: Smooth oval tabletop for a sophisticated, space-efficient look

Material: Premium hardwood for durability and elegance

Finish Options: Available in natural wood, walnut, or custom finishes

Chairs: Padded seats with high-back tufted upholstery for maximum comfort and a luxurious feel

Versatility: Perfect for homes, apartments, or small dining spaces

Maintenance: Easy to clean and built to last"
"Tribe Semi-Recliner 7-Seater","Living Room - Semi Recliners","100000.00","200","Experience comfort on a whole new level with the Tribe Semi-Recliner 7-Seater — a spacious, family-first sofa designed for those who love to relax together. With seating for up to seven, this plush sectional features semi-reclining seats that offer just the right amount of laid-back comfort without taking up too much space.

Built for togetherness, the Tribe combines generous cushioning, high backs, and a supportive structure to create a sofa that’s as durable as it is inviting. The soft, cozy upholstery is available in various colors to suit your home’s vibe — from modern neutrals to warm earth tones.

Whether it’s movie night, game day, or an afternoon nap, the Tribe 7-Seater turns your living room into the heart of your home.
"
"Tuffty Ottoman","Living Room - Accent Chairs","14999.00","9","Experience sophisticated elegance with the Tufty Ottoman, designed to elevate your home decor. Upholstered
in shadow grey velour, this ottoman features impeccable tufting throughout, providing an opulent and comfortable seating experience.
With dimensions of 38" x 38" x 17", it is perfectly sized for relaxed seating or as a stylish coffee table alternative. The matte black legs add a modern touch, enhancing its overall aesthetic while ensuring stability and durability.
Whether you place it in your living room, den, or bedroom, the Tufty Ottoman serves as a versatile piece that complements various decor styles. Its plush surface invites you to kick back and relax, while the elegant design makes it a chic focal point in any space."
"TV Stand T002","Living Room - TV Stands","27999.00","9","Enhance your entertainment area with our contemporary TV stand designed for both style and functionality. The middle space is perfect for housing your soundbar while providing additional storage for media devices, books, or decorative items. Built with sturdy metallic support legs, this stand offers stability and a sleek look. Its curvy edges add a touch of elegance, making it a stylish addition to any living room. Whether you're watching your favorite shows or hosting movie nights, this TV stand is the perfect blend of practicality and modern design."
"TV Stand T003","Living Room - TV Stands","28000.00","9","The TV Stand is designed to be both functional and stylish, providing enough space for your decor and sound system. With a spacious surface area, it accommodates televisions and additional media devices while allowing you to showcase your favorite decorative items, plants, or books.

One of the standout features of this TV stand is its customizable color options, enabling you to select a finish that perfectly complements your home decor. Whether you prefer a sleek black, a warm wood tone, or a bright pop of color, this stand can be tailored to match your aesthetic.

Crafted from high-quality materials, the TV Stand ensures durability and stability, making it a reliable choice for your entertainment needs. Its design not only enhances your viewing experience but also serves as a stylish focal point in your living room.

Whether you're hosting a movie night or enjoying a quiet evening, the TV Stand is the perfect addition to create a cozy and inviting atmosphere in your home."
"TV Stand T004","Living Room - TV Stands","28500.00","9"," It accommodates televisions and additional media devices while allowing you to showcase your favorite decorative items, plants, or books.
One of the standout features of this TV stand is its customizable color options, enabling you to select a finish that perfectly complements your home decor. Whether you prefer a sleek black, a warm wood tone, or a bright pop of color, this stand can be tailored to match your aesthetic.
Crafted from high-quality materials, the TV Stand ensures durability and stability, making it a reliable choice for your entertainment needs. Its design not only enhances your viewing experience but also serves as a stylish focal point in your living room.
Whether you're hosting a movie night or enjoying a quiet evening, the TV Stand is the perfect addition to create a cozy and inviting atmosphere in your home."
"TV Stand T005","Living Room - TV Stands","29000.00","9","The TV Stand is designed to be both functional and stylish, providing enough space for your decor and sound system. With a spacious surface area, it accommodates televisions and additional media devices while allowing you to showcase your favorite decorative items, plants, or books.
One of the standout features of this TV stand is its customizable color options, enabling you to select a finish that perfectly complements your home decor. Whether you prefer a sleek black, a warm wood tone, or a bright pop of color, this stand can be tailored to match your aesthetic.
Crafted from high-quality materials, the TV Stand ensures durability and stability, making it a reliable choice for your entertainment needs. Its design not only enhances your viewing experience but also serves as a stylish focal point in your living room.
Whether you're hosting a movie night or enjoying a quiet evening, the TV Stand is the perfect addition to create a cozy and inviting atmosphere in your home."
"Valetta 6-Seater Dinning Table ","Dining Room - Six Seater Dining Sets","75000.00","200","Elevate your dining space with this elegant 6-seater dining set, featuring a smooth oval table and plush tufted chairs. Designed for modern living with a touch of timeless charm, this set offers the perfect balance of style, comfort, and functionality.

Key Features:

Seating Capacity: Comfortably seats 6

Table Shape: Oval design for a refined, space-efficient look

Material: Crafted from high-quality hardwood for strength and durability

Finish Options: Available in walnut, natural oak, mahogany, or custom finishes

Chairs: Upholstered with soft fabric or leatherette, high-back tufted design for luxurious comfort

Design Appeal: Seamless blend of classic and contemporary aesthetics

Ideal For: Family dining, medium-sized spaces, and elegant entertaining

Care: Easy to clean and maintain"
"Velveeta Classic 5by6 ","Bedroom - Beds","36000.00","9","Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces."
"Vista Tv Stand ","Living Room - TV Stands","24000.00","1000","At Bobby Furniture Kenya, our TV stands are crafted to blend functionality with style, bringing elegance and organization to your living room. Designed with modern Kenyan homes in mind, our stands offer ample storage space for your TV, media devices, and decorative items. Whether you prefer sleek contemporary designs, rustic wooden finishes, or bold statement pieces, we have a variety to match your style and space. Each piece is built with quality materials to ensure durability, easy cable management, and a neat entertainment setup. Upgrade your viewing experience with a TV stand that stands out."
"White Dressing Mirror ","Bedroom - Dressers","42000.00","20","A dressing mirror is a full-length or medium-sized mirror designed to help individuals view themselves while getting dressed or grooming. It is typically placed in bedrooms, dressing rooms, or closets.

Here are key features of a dressing mirror:

Full-body view: Most dressing mirrors are tall enough to reflect the entire body, making them ideal for checking outfits from head to toe.

Frame styles: They come in a variety of frames—wooden, metal, plastic, or frameless—to match different interior decor themes.

Mounting options: Dressing mirrors can be wall-mounted, free-standing with a stand or easel back, or integrated into a wardrobe or vanity unit.

Added features: Some may include storage compartments, LED lighting, or tilting functions for better angle adjustment.
"
"White Luxe 3 Seater","Living Room - Sofas","32000.00","20","Bring elegance and comfort into your home with the White Luxe 3-Seater Sofa. Handcrafted for durability and designed for style, this sofa features deep seating, firm yet soft cushions, and a timeless silhouette that fits any modern or traditional living room. The smooth fabric finish is both breathable and easy to maintain, making it perfect for family use or formal spaces.
"
"White Princess Bed 4by6 ","Kids Room - Beds","32000.00","9","Turn your bedroom into a fairytale with our enchanting Princess Bed, designed to bring elegance, charm, and a touch of royalty to your space. With its gracefully curved headboard, intricate details, and plush upholstery, this bed is the perfect centerpiece for anyone who loves timeless beauty with a luxurious feel.

Whether you choose soft pinks, creamy whites, or elegant neutrals, the Princess Bed adds a dreamy atmosphere that’s both sophisticated and cozy. Built on a strong wooden frame and finished with quality materials, it’s made for those who want to sleep in style every night.

Key Features:

Elegant arched or scalloped headboard for a royal look

High-quality velvet or leatherette finish in princess-inspired colors

Soft padded design for comfort and charm

Sturdy wooden construction for durability

Ideal for children’s rooms, bridal suites, or anyone who loves luxury"
"White Vela Line Bed With 2 Nightstand & Ottoman ","Bedroom - Beds","52000.00","9","Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
"
"White& Grey BunkBed With Storage & Staircase ","Kids Room - Double Deckers","62000.00","200","Maximize your space without compromising on style! Our handcrafted bunk beds are designed for durability, safety, and modern living. Ideal for kids’ rooms, guest spaces, or shared rentals, each piece is built with solid hardwood and a sleek finish to match your aesthetic. Available in single-over-single and double-over-double options, with customizable colors and storage drawers upon request.
"
"Wing Chairs With footrest","Living Room - Accent Chairs","68000.00","20","Make a bold statement with our elegant wing chairs — the perfect blend of classic charm and modern comfort. Designed with high backs, graceful “wings,” and plush cushioning, our wing chairs offer both support and style. Whether used as a reading nook accent, a statement piece in your living room, or a cozy corner addition, Bobby Furniture Kenya’s wing chairs bring sophistication and relaxation to any space. Upholstered in premium fabrics and crafted with durable frames, they’re built to offer timeless beauty and lasting comfort.

"
"Yellow Wing Chair ","Living Room - Accent Chairs","28000.00","20","Make a bold statement with our elegant wing chairs — the perfect blend of classic charm and modern comfort. Designed with high backs, graceful “wings,” and plush cushioning, our wing chairs offer both support and style. Whether used as a reading nook accent, a statement piece in your living room, or a cozy corner addition, Bobby Furniture Kenya’s wing chairs bring sophistication and relaxation to any space. Upholstered in premium fabrics and crafted with durable frames, they’re built to offer timeless beauty and lasting comfort.

"
"Zara Z Dining Table ","Dining Room - Six Seater Dining Sets","110000.00","200","Elevate your dining experience with the Zara Z Dining Table, a masterpiece of modern design and timeless craftsmanship. Built from premium solid mahogany wood, this 6-seater table brings both luxury and durability to your home.

Its signature Z-shaped legs add a bold, contemporary flair, while the rich, natural wood finish makes every meal feel special. Whether you're hosting a dinner party or enjoying a quiet family meal, the Zara Z Dining Set offers unmatched comfort and style.

Key Features:

Solid mahogany wood construction for lasting strength

Stylish Z-shaped legs with a modern aesthetic

Seats 6 comfortably"
"Zavella Oval 8-Seater","Dining Room - Eight Seater Dining Sets","78000.00","200","Make a bold statement in your dining area with this luxurious 8-seater oval dining table set. Crafted for both elegance and everyday use, this set features a spacious oval table paired with plush, high-back tufted chairs – the perfect combination of comfort and sophistication.

Key Features:

Seating Capacity: Generously seats 8 people

Table Shape: Smooth, elongated oval design – ideal for both family meals and entertaining guests

Material: Solid hardwood construction with a premium finish for durability and lasting beauty

Finish Options: Available in rich tones like walnut, mahogany, or custom finishes

Chairs: Tufted upholstery with soft cushioning and high backs for refined comfort and luxury appeal

Design Appeal: Elegant curves and sturdy base structure add timeless charm to your dining space

Easy Maintenance: Scratch-resistant finish and easy-to-clean upholstery"
"Zenko L. Beige 6 Seater ","Living Room - Sectional Sofas","60000.00","20","A 6-seater L-shaped coach is a modern and versatile centerpiece crafted to maximize space and comfort. Its angular design fits seamlessly into corners, creating an open and inviting layout ideal for both intimate settings and larger gatherings. With extended lounging space and a cohesive structure, it offers a perfect blend of form and function. The clean lines, supportive cushions, and elegant upholstery make it a stylish addition to any contemporary living area, enhancing both comfort and visual appeal.

"
"Zenko L.Shape 6 Seater ","Living Room - Sectional Sofas","60000.00","20","Zenko L-shaped coach is a modern and versatile centerpiece crafted to maximize space and comfort. Its angular design fits seamlessly into corners, creating an open and inviting layout ideal for both intimate settings and larger gatherings. With extended lounging space and a cohesive structure, it offers a perfect blend of form and function. The clean lines, supportive cushions, and elegant upholstery make it a stylish addition to any contemporary living area, enhancing both comfort and visual appeal.

"
